# N             E       lndos(E)        epsilon     c_ges
256.000     -24.000     43.489     -0.400     0.064
256.000     -24.400     43.743     -0.400     0.064
256.000     -21.200     41.563     -0.400     0.064
256.000     -68.400     49.053     -0.400     0.064
256.000     -68.800     48.972     -0.400     0.064
256.000     -69.200     48.890     -0.400     0.064
256.000     -113.200     32.093     -0.400     0.064
256.000     -113.600     31.887     -0.400     0.064
256.000     -114.000     31.678     -0.400     0.064
256.000     -114.400     31.463     -0.400     0.064
256.000     -114.800     31.250     -0.400     0.064
256.000     -115.200     31.036     -0.400     0.064
256.000     -115.600     30.827     -0.400     0.064
256.000     -116.000     30.611     -0.400     0.064
256.000     -116.400     30.393     -0.400     0.064
256.000     -116.800     30.175     -0.400     0.064
256.000     -117.200     29.959     -0.400     0.064
256.000     -117.600     29.738     -0.400     0.064
256.000     -118.000     29.520     -0.400     0.064
256.000     -118.400     29.302     -0.400     0.064
256.000     -118.800     29.083     -0.400     0.064
256.000     -119.200     28.862     -0.400     0.064
256.000     -119.600     28.636     -0.400     0.064
256.000     -112.800     32.304     -0.400     0.064
256.000     -112.400     32.509     -0.400     0.064
256.000     -112.000     32.715     -0.400     0.064
256.000     -111.600     32.921     -0.400     0.064
256.000     -104.400     36.487     -0.400     0.064
256.000     -104.800     36.294     -0.400     0.064
256.000     -105.200     36.104     -0.400     0.064
256.000     -105.600     35.910     -0.400     0.064
256.000     -106.000     35.717     -0.400     0.064
256.000     -106.400     35.524     -0.400     0.064
256.000     -106.800     35.331     -0.400     0.064
256.000     -107.200     35.134     -0.400     0.064
256.000     -120.000     28.412     -0.400     0.064
256.000     -107.600     34.940     -0.400     0.064
256.000     -108.400     34.542     -0.400     0.064
256.000     -108.800     34.340     -0.400     0.064
256.000     -109.200     34.141     -0.400     0.064
256.000     -109.600     33.939     -0.400     0.064
256.000     -110.000     33.736     -0.400     0.064
256.000     -110.400     33.534     -0.400     0.064
256.000     -110.800     33.329     -0.400     0.064
256.000     -111.200     33.123     -0.400     0.064
256.000     -108.000     34.738     -0.400     0.064
256.000     -120.400     28.192     -0.400     0.064
256.000     -120.800     27.964     -0.400     0.064
256.000     -121.200     27.741     -0.400     0.064
256.000     -130.400     22.329     -0.400     0.064
256.000     -130.800     22.088     -0.400     0.064
256.000     -131.200     21.840     -0.400     0.064
256.000     -131.600     21.598     -0.400     0.064
256.000     -132.000     21.350     -0.400     0.064
256.000     -132.400     21.105     -0.400     0.064
256.000     -132.800     20.856     -0.400     0.064
256.000     -133.200     20.608     -0.400     0.064
256.000     -130.000     22.573     -0.400     0.064
256.000     -133.600     20.361     -0.400     0.064
256.000     -134.400     19.863     -0.400     0.064
256.000     -134.800     19.606     -0.400     0.064
256.000     -135.200     19.357     -0.400     0.064
256.000     -135.600     19.106     -0.400     0.064
256.000     -136.000     18.854     -0.400     0.064
256.000     -136.400     18.598     -0.400     0.064
256.000     -136.800     18.345     -0.400     0.064
256.000     -137.200     18.091     -0.400     0.064
256.000     -134.000     20.111     -0.400     0.064
256.000     -104.000     36.674     -0.400     0.064
256.000     -129.600     22.814     -0.400     0.064
256.000     -128.800     23.302     -0.400     0.064
256.000     -121.600     27.511     -0.400     0.064
256.000     -122.000     27.287     -0.400     0.064
256.000     -122.400     27.057     -0.400     0.064
256.000     -122.800     26.828     -0.400     0.064
256.000     -123.200     26.599     -0.400     0.064
256.000     -123.600     26.366     -0.400     0.064
256.000     -124.000     26.136     -0.400     0.064
256.000     -124.400     25.908     -0.400     0.064
256.000     -129.200     23.061     -0.400     0.064
256.000     -124.800     25.673     -0.400     0.064
256.000     -125.600     25.203     -0.400     0.064
256.000     -126.000     24.969     -0.400     0.064
256.000     -126.400     24.735     -0.400     0.064
256.000     -126.800     24.495     -0.400     0.064
256.000     -127.200     24.262     -0.400     0.064
256.000     -127.600     24.020     -0.400     0.064
256.000     -128.000     23.779     -0.400     0.064
256.000     -128.400     23.543     -0.400     0.064
256.000     -125.200     25.441     -0.400     0.064
256.000     -138.000     17.577     -0.400     0.064
256.000     -103.600     36.863     -0.400     0.064
256.000     -102.800     37.233     -0.400     0.064
256.000     -78.400     46.588     -0.400     0.064
256.000     -78.800     46.471     -0.400     0.064
256.000     -79.200     46.352     -0.400     0.064
256.000     -79.600     46.231     -0.400     0.064
256.000     -80.000     46.113     -0.400     0.064
256.000     -80.400     45.989     -0.400     0.064
256.000     -80.800     45.866     -0.400     0.064
256.000     -81.200     45.738     -0.400     0.064
256.000     -81.600     45.611     -0.400     0.064
256.000     -82.000     45.485     -0.400     0.064
256.000     -82.400     45.359     -0.400     0.064
256.000     -82.800     45.227     -0.400     0.064
256.000     -83.200     45.094     -0.400     0.064
256.000     -83.600     44.963     -0.400     0.064
256.000     -84.000     44.830     -0.400     0.064
256.000     -84.400     44.692     -0.400     0.064
256.000     -84.800     44.558     -0.400     0.064
256.000     -78.000     46.705     -0.400     0.064
256.000     -77.600     46.820     -0.400     0.064
256.000     -77.200     46.933     -0.400     0.064
256.000     -76.800     47.045     -0.400     0.064
256.000     -69.600     48.807     -0.400     0.064
256.000     -70.000     48.720     -0.400     0.064
256.000     -70.400     48.635     -0.400     0.064
256.000     -70.800     48.548     -0.400     0.064
256.000     -71.200     48.461     -0.400     0.064
256.000     -71.600     48.367     -0.400     0.064
256.000     -72.000     48.275     -0.400     0.064
256.000     -72.400     48.180     -0.400     0.064
256.000     -85.200     44.417     -0.400     0.064
256.000     -72.800     48.087     -0.400     0.064
256.000     -73.600     47.892     -0.400     0.064
256.000     -74.000     47.789     -0.400     0.064
256.000     -74.400     47.687     -0.400     0.064
256.000     -74.800     47.587     -0.400     0.064
256.000     -75.200     47.480     -0.400     0.064
256.000     -75.600     47.374     -0.400     0.064
256.000     -76.000     47.268     -0.400     0.064
256.000     -76.400     47.155     -0.400     0.064
256.000     -73.200     47.987     -0.400     0.064
256.000     -85.600     44.282     -0.400     0.064
256.000     -86.000     44.139     -0.400     0.064
256.000     -86.400     43.992     -0.400     0.064
256.000     -95.600     40.423     -0.400     0.064
256.000     -96.000     40.251     -0.400     0.064
256.000     -96.400     40.080     -0.400     0.064
256.000     -96.800     39.910     -0.400     0.064
256.000     -97.200     39.738     -0.400     0.064
256.000     -97.600     39.566     -0.400     0.064
256.000     -98.000     39.393     -0.400     0.064
256.000     -98.400     39.219     -0.400     0.064
256.000     -95.200     40.590     -0.400     0.064
256.000     -98.800     39.045     -0.400     0.064
256.000     -99.600     38.693     -0.400     0.064
256.000     -100.000     38.511     -0.400     0.064
256.000     -100.400     38.335     -0.400     0.064
256.000     -100.800     38.155     -0.400     0.064
256.000     -101.200     37.972     -0.400     0.064
256.000     -101.600     37.791     -0.400     0.064
256.000     -102.000     37.604     -0.400     0.064
256.000     -102.400     37.420     -0.400     0.064
256.000     -99.200     38.868     -0.400     0.064
256.000     -103.200     37.045     -0.400     0.064
256.000     -94.800     40.758     -0.400     0.064
256.000     -94.000     41.086     -0.400     0.064
256.000     -86.800     43.854     -0.400     0.064
256.000     -87.200     43.707     -0.400     0.064
256.000     -87.600     43.560     -0.400     0.064
256.000     -88.000     43.414     -0.400     0.064
256.000     -88.400     43.270     -0.400     0.064
256.000     -88.800     43.122     -0.400     0.064
256.000     -89.200     42.966     -0.400     0.064
256.000     -89.600     42.816     -0.400     0.064
256.000     -94.400     40.924     -0.400     0.064
256.000     -90.000     42.666     -0.400     0.064
256.000     -90.800     42.356     -0.400     0.064
256.000     -91.200     42.198     -0.400     0.064
256.000     -91.600     42.042     -0.400     0.064
256.000     -92.000     41.884     -0.400     0.064
256.000     -92.400     41.726     -0.400     0.064
256.000     -92.800     41.567     -0.400     0.064
256.000     -93.200     41.405     -0.400     0.064
256.000     -93.600     41.243     -0.400     0.064
256.000     -90.400     42.511     -0.400     0.064
256.000     -276.800     -101.195     -0.400     0.064
256.000     -277.200     -101.598     -0.400     0.064
256.000     -277.600     -102.003     -0.400     0.064
256.000     -460.800     -309.338     -0.400     0.064
256.000     -461.200     -309.822     -0.400     0.064
256.000     -461.600     -310.309     -0.400     0.064
256.000     -462.000     -310.791     -0.400     0.064
256.000     -462.400     -311.276     -0.400     0.064
256.000     -462.800     -311.765     -0.400     0.064
256.000     -463.200     -312.250     -0.400     0.064
256.000     -463.600     -312.735     -0.400     0.064
256.000     -464.000     -313.219     -0.400     0.064
256.000     -464.400     -313.706     -0.400     0.064
256.000     -464.800     -314.189     -0.400     0.064
256.000     -465.200     -314.678     -0.400     0.064
256.000     -465.600     -315.164     -0.400     0.064
256.000     -466.000     -315.651     -0.400     0.064
256.000     -466.400     -316.137     -0.400     0.064
256.000     -466.800     -316.625     -0.400     0.064
256.000     -467.200     -317.113     -0.400     0.064
256.000     -460.400     -308.854     -0.400     0.064
256.000     -460.000     -308.368     -0.400     0.064
256.000     -459.600     -307.884     -0.400     0.064
256.000     -459.200     -307.399     -0.400     0.064
256.000     -452.000     -298.684     -0.400     0.064
256.000     -452.400     -299.166     -0.400     0.064
256.000     -452.800     -299.651     -0.400     0.064
256.000     -453.200     -300.136     -0.400     0.064
256.000     -453.600     -300.621     -0.400     0.064
256.000     -454.000     -301.106     -0.400     0.064
256.000     -454.400     -301.587     -0.400     0.064
256.000     -454.800     -302.071     -0.400     0.064
256.000     -467.600     -317.599     -0.400     0.064
256.000     -455.200     -302.556     -0.400     0.064
256.000     -456.000     -303.523     -0.400     0.064
256.000     -456.400     -304.009     -0.400     0.064
256.000     -456.800     -304.494     -0.400     0.064
256.000     -457.200     -304.978     -0.400     0.064
256.000     -457.600     -305.464     -0.400     0.064
256.000     -458.000     -305.945     -0.400     0.064
256.000     -458.400     -306.432     -0.400     0.064
256.000     -458.800     -306.914     -0.400     0.064
256.000     -455.600     -303.041     -0.400     0.064
256.000     -451.600     -298.199     -0.400     0.064
256.000     -468.000     -318.086     -0.400     0.064
256.000     -468.800     -319.061     -0.400     0.064
256.000     -478.000     -330.289     -0.400     0.064
256.000     -478.400     -330.780     -0.400     0.064
256.000     -478.800     -331.269     -0.400     0.064
256.000     -479.200     -331.757     -0.400     0.064
256.000     -479.600     -332.247     -0.400     0.064
